,Term,Label,doc_present,rdf_present,Definition
727,wholesale stockage,synonym,False,True,
728,wholesale stock,synonym,True,True,
729,wholesale supply support,synonym,False,True,
730,wholesale materiel manager,synonym,False,True,
731,wholesale manager,synonym,False,True,
732,wholesale inventories,synonym,False,True,
733,wholesale inventory,synonym,False,True,
734,wholesale assets,synonym,False,True,
735,wholesale stock replenishment,synonym,False,True,
736,wholesale system,synonym,False,True,
737,wholesale supply system,synonym,False,True,
738,WAWF,synonym,False,True,
739,(USD(C)/CFO),prefLabel,False,True,
740,3-color desert camouflage uniform,prefLabel,False,True,
741,3-color woodland battle dress uniform,prefLabel,False,True,
742,463L air pallets,prefLabel,False,True,
743,A measure of the percentage difference between the forecasted and the actual demand,prefLabel,False,True,
744,"a portion of an assembly, consisting of two or more parts",prefLabel,False,True,
745,AAO level,prefLabel,False,True,
746,abandoned (AB),prefLabel,False,True,
747,abandoned private property,prefLabel,False,True,
748,abandoned vehicle,prefLabel,False,True,
749,abandoned/destroyed,prefLabel,False,True,
750,abandonment/destruction (A/D),prefLabel,False,True,
751,above-ground storage tank (AST),prefLabel,False,True,
752,ACAT I,prefLabel,False,True,
753,ACAT II,prefLabel,False,True,
754,acceptance,prefLabel,False,True,
755,acceptance discrepancies,prefLabel,False,True,
756,accessible,prefLabel,True,True,
757,accountability,prefLabel,True,True,
758,accountable,prefLabel,False,True,
759,accountable DoD activity,prefLabel,False,True,
760,accountable organization,prefLabel,False,True,
761,accountable property,prefLabel,False,True,
762,accounting,prefLabel,False,True,
763,accounting procedures,prefLabel,False,True,
764,accounting record,prefLabel,False,True,
765,accounting records,prefLabel,False,True,
766,accredited standards committee (ASC),prefLabel,False,True,
767,acquire,prefLabel,False,True,
768,acquire excess,prefLabel,False,True,
769,acquire initial spares,prefLabel,False,True,
770,acquire materiel,prefLabel,False,True,
771,acquire personal property,prefLabel,False,True,
772,acquisition advice code (AAC),prefLabel,False,True,
773,acquisition agreement,prefLabel,False,True,
774,acquisition category (ACAT),prefLabel,False,True,
775,acquisition cost,prefLabel,True,True,
776,acquisition lead time quantity,prefLabel,False,True,
777,acquisition logistics element,prefLabel,False,True,
778,acquisition method code/acquisition method suffix code (AMC/AMSC),prefLabel,False,True,
779,acquisition method suffix code (AMSC),prefLabel,False,True,
780,acquisition policy,prefLabel,False,True,
781,acquisition process,prefLabel,False,True,
782,acquisition program,prefLabel,False,True,
783,acquisition program manager,prefLabel,False,True,
784,acquisition strategy,prefLabel,False,True,
785,action-taken codes (ATC),prefLabel,False,True,
786,active RFID tag,prefLabel,False,True,
787,activity address code (AAC),prefLabel,False,True,
788,activity code,prefLabel,False,True,
789,activity code from (ACF),prefLabel,False,True,
790,activity code to (ACT),prefLabel,False,True,
791,actual demand,prefLabel,False,True,
792,administrative lead time (ALT),prefLabel,False,True,
793,advanced concept technology demonstration (ACTD),prefLabel,False,True,
794,Aerial Port of Debarkation (APOD),prefLabel,False,True,
795,Aerial Port of Embarkation (APOE),prefLabel,False,True,
796,aerospace maintenance,prefLabel,False,True,
797,Aerospace Maintenance and Regeneration Group (AMARG),prefLabel,False,True,
798,AF global logistics support center (AFGLSC),prefLabel,False,True,
799,afforded CAAF status,prefLabel,False,True,
800,agreement,prefLabel,True,True,
801,air force (AF),prefLabel,False,True,
802,Air Force Airmen's Battle Uniform (ABU),prefLabel,False,True,
803,air force base (AFB),prefLabel,False,True,
804,Air Force Institute for Operational Health (AFIOH),prefLabel,False,True,
805,"Air Force Institute for Operational Health, Air Force Radioactive and Mixed Waste Office (AFIOH/SDR)",prefLabel,False,True,
806,"Air Force Institute for Operational Health, Chemical Analysis Division (AFIOH/SDC)",prefLabel,False,True,
807,air force instruction (AFI),prefLabel,False,True,
808,air force joint instruction (AFJI),prefLabel,False,True,
809,air force joint manual (AFJM),prefLabel,False,True,
810,air force manual (AFMAN),prefLabel,False,True,
811,air force materiel command (AFMC),prefLabel,False,True,
812,Air Force Radioactive and Mixed Waste Office (AFRMWO),prefLabel,False,True,
813,air force regulation (AFR),prefLabel,False,True,
814,Air Force Reserve,prefLabel,False,True,
815,air force technical order (AFTO),prefLabel,False,True,
816,air interface protocol standard,prefLabel,False,True,
817,Air Logistics Command (ALC),prefLabel,False,True,
818,Air National Guard,prefLabel,False,True,
819,airborne,prefLabel,False,True,
820,airborne gyro components,prefLabel,False,True,
821,airborne radar equipment,prefLabel,False,True,
822,airborne radio,prefLabel,False,True,
823,airborne refueling equipment,prefLabel,False,True,
824,aircraft (AC),prefLabel,False,True,
825,aircraft cargo,prefLabel,False,True,
826,aircraft carrier,prefLabel,False,True,
827,aircraft component,prefLabel,False,True,
828,aircraft engine,prefLabel,False,True,
829,aircraft fuselage,prefLabel,False,True,
830,aircraft maintenance,prefLabel,False,True,
831,aircraft number (AC NO),prefLabel,False,True,
832,aircraft reclamation,prefLabel,False,True,
833,Airlift Clearance Authority (ACA),prefLabel,False,True,
834,airworthiness certificate,prefLabel,False,True,
835,airworthiness directive (AD),prefLabel,False,True,
836,AIT device,prefLabel,False,True,
837,alcohol tobacco and firearms (ATF),prefLabel,False,True,
838,all terrain vehicle (ATV),prefLabel,False,True,
839,allowance list,prefLabel,False,True,
840,alternate/substitute item,prefLabel,False,True,
841,alternative fuel,prefLabel,True,True,
842,AMARG reclamation,prefLabel,False,True,
843,american national standards institute (ANSI),prefLabel,False,True,
844,American National Standards Institute and the International Committee for Information,prefLabel,False,True,
845,American National Standards Institute and the International Committee for Information Technology Standards (ANSI INCITS),prefLabel,False,True,
846,American Society for Testing and Materials (ASTM),prefLabel,False,True,
847,ammunition and explosives (AE),prefLabel,False,True,
848,ammunition arms,prefLabel,False,True,
849,ammunition brass,prefLabel,False,True,
850,ammunition devices,prefLabel,False,True,
851,ammunition handling,prefLabel,False,True,
852,ammunition inventory,prefLabel,False,True,
853,ammunition magazine,prefLabel,False,True,
854,ammunition related items,prefLabel,False,True,
855,ammunition stocks,prefLabel,False,True,
856,"ammunition, explosives, and dangerous articles (AEDA)",prefLabel,False,True,
857,an end item or a replacement assembly,prefLabel,False,True,
858,ANSI ASC X12 EDI,prefLabel,False,True,
859,anticipated condemnations,prefLabel,False,True,
860,anticipated not-mission-capable supply (ANMCS),prefLabel,False,True,
861,appliances,prefLabel,False,True,
862,appropriated funds,prefLabel,False,True,
863,appropriations,prefLabel,False,True,
864,approved acquisition objective (AAO),prefLabel,False,True,
865,approved special programs,prefLabel,False,True,
866,area of combat operations,prefLabel,True,True,
867,area of responsibility (AOR),prefLabel,False,True,
868,armament,prefLabel,False,True,
869,armament carrier,prefLabel,False,True,
870,armament demilitarization,prefLabel,False,True,
871,armament provisions,prefLabel,False,True,
872,armament training device,prefLabel,False,True,
873,armor,prefLabel,False,True,
874,armor kit,prefLabel,False,True,
875,armor mount,prefLabel,False,True,
876,armor piercing ammunition,prefLabel,False,True,
877,armor plate,prefLabel,False,True,
878,armored vehicles,prefLabel,False,True,
879,arms,prefLabel,True,True,
880,arms export control act,prefLabel,False,True,
881,arms regulations,prefLabel,False,True,
882,"arms, ammunition and explosives",prefLabel,False,True,
883,"arms, ammunition, and explosives (AA)",prefLabel,False,True,
884,Armstrong Laboratory Occupational Medicine Division (AL/OEM),prefLabel,False,True,
885,Army  Air Force Exchange Service (AAFES),prefLabel,False,True,
886,army combat uniform (ACU),prefLabel,False,True,
887,army electronic product support (AEPS),prefLabel,False,True,
888,Army National Guard,prefLabel,False,True,
889,Army Post Office (APO),prefLabel,False,True,
890,army regulation (AR),prefLabel,False,True,
891,Army Reserve,prefLabel,False,True,
892,army war reserve sustainment,prefLabel,False,True,
893,artificial intelligence (AI),prefLabel,False,True,
894,asbestos,prefLabel,True,True,
895,asbestos-containing materials (ACM),prefLabel,False,True,
896,asbestos contaminated,prefLabel,False,True,
897,asbestos waste disposal,prefLabel,False,True,
898,assembly,prefLabel,True,True,
899,assessment of commercial and organic support alternatives based on best value,prefLabel,False,True,
900,asset allocation,prefLabel,False,True,
901,asset application,prefLabel,False,True,
902,asset condition,prefLabel,False,True,
903,asset position,prefLabel,False,True,
904,asset status,prefLabel,False,True,
905,assistant chief for operational support (ACOS),prefLabel,False,True,
906,assistant secretary of defense (ASD),prefLabel,False,True,
907,Assistant Secretary of Defense for Acquisition (ASD(A)),prefLabel,False,True,
908,"Assistant Secretary of Defense for Command, Control, Communications, and Intelligence (ASD(C3I))",prefLabel,False,True,
909,"Assistant Secretary of Defense for Energy, Installations and Environment (ASD(EI))",prefLabel,False,True,
910,Assistant Secretary of Defense for Logistics  Materiel Readiness (ASD(L)),prefLabel,False,True,
911,Assistant Secretary of Defense for Sustainment (ASD(S)),prefLabel,False,True,
912,attitude and heading reference system (AHRS),prefLabel,False,True,
913,authorized,prefLabel,False,True,
914,authorized additive levels,prefLabel,False,True,
915,authorized donee,prefLabel,False,True,
916,authorized funding,prefLabel,False,True,
917,authorized personnel,prefLabel,True,True,
918,authorized stockage,prefLabel,False,True,
919,automated information system (AIS),prefLabel,False,True,
920,automatic data processing (ADP),prefLabel,False,True,
921,automatic data processing equipment (ADPE),prefLabel,False,True,
922,automatic digital network (AUTODIN),prefLabel,False,True,
923,automatic identification data capture (AIDC),prefLabel,False,True,
924,automatic identification technology (AIT),prefLabel,False,True,
925,auxiliary output chip (AOC),prefLabel,False,True,
926,aviation consolidated allowance list (AVCAL),prefLabel,False,True,
927,aviation stores,prefLabel,False,True,
928,awaiting carcasses (AWC),prefLabel,False,True,
929,awaiting maintenance (AWM),prefLabel,False,True,
930,awaiting parts (AWP),prefLabel,False,True,
931,ballistic,prefLabel,False,True,
932,ballistic glass,prefLabel,False,True,
